TICKER,COMPANY_NAME,SECTOR,CAP_SIZE,BETA,DIVIDEND_YIELD,SECTOR_PE,EPS,PRICE TO EARNING,DIFFERENTIAL_PE,INV_BETA,SALES,NET PROFIT,EBITDA,EBITDA_MARGIN
MARUTI,Maruti Suzuki India Limited,Automobile,L,0.93,0.58,48.8,214.846,31.638000000000005,35.168032786885234,1.075268817204301,"[68034.8, 79762.7, 86020.3, 75610.6, 70332.5]","[7350.2, 7721.8, 7500.6, 5650.6, 4229.7]","[12651.8, 14107.0, 13560.3, 10723.4, 8291.699999999999]","[18.596071422272132, 17.686211725530857, 15.764069644025886, 14.182402996405266, 11.789286602921834]"
TATAMOTORS,Tata Motors Limited,Automobile,L,1.77,0.0,48.8,-7.160000000000001,-33.298,168.23360655737704,0.5649717514124294,"[44316.34, 57896.53, 69202.76, 43928.17, 47031.47]","[-2429.6, -1034.85, 2020.6, -7289.63, -2395.44]","[2252.8599999999997, 3899.4000000000005, 7291.139999999999, -1779.0500000000002, 3727.58]","[5.083587678946411, 6.735118667733628, 10.535909261422523, -4.04990692760477, 7.925714420578391]"
M&M,Mahindra & Mahindra Limited,Automobile,L,1.05,1.05,48.8,23.162,91.022,-86.52049180327872,0.9523809523809523,"[44053.5, 48685.55, 53614.0, 45487.78, 45040.98]","[3643.39, 4356.01, 4796.04, 1330.55, 268.66]","[6408.58, 7693.99, 8298.8, 5451.889999999999, 4064.1499999999996]","[14.547266392000635, 15.803436543286457, 15.478792852613122, 11.98539475876818, 9.023227292123748]"
ASHOKLEY,Ashok Leyland Limited,Automobile,M,1.38,0.49,48.8,3.336,0.9019999999999981,98.15163934426229,0.7246376811594204,"[20140.14, 26356.4, 29054.95, 17467.47, 15301.45]","[1223.08, 1717.73, 1983.2, 239.52, -313.68]","[2003.3600000000001, 3131.59, 3188.1900000000005, 1141.17, 642.59]","[9.94710066563589, 11.881706151067672, 10.972966740607024, 6.533115557089836, 4.199536645219897]"
TVSELECT,TVS Electronics Limited,Automobile,M,0.89,0.55,48.8,3.3500000000000005,140.514,-187.93852459016398,1.1235955056179776,"[2519.17, 4107.46, 2756.84, 258.72, 224.6]","[6.33, 16.24, 7.44, 0.39, 0.77]","[17.47, 30.33, 18.310000000000002, 12.74, 10.61]","[0.6934823771321507, 0.7384125469268112, 0.6641662192945547, 4.924242424242424, 4.723953695458593]"
ESCORTS,Escorts Limited,Automobile,M,0.4,0.4,48.8,37.04,25.398000000000003,47.95491803278688,2.5,"[4093.16, 4995.12, 6196.36, 5760.95, 6929.29]","[160.44, 344.72, 484.91, 485.54, 874.06]","[330.22, 609.8700000000001, 826.2800000000001, 758.85, 1283.79]","[8.06760546863548, 12.20931629270168, 13.334925666036192, 13.1723066508128, 18.52700637439045]"
JAMNAAUTO,Jamna Auto Industried Limited,Automobile,S,1.02,0.72,48.8,2.4799999999999995,22.834000000000003,53.20901639344261,0.9803921568627451,"[1081.54, 1608.56, 2045.53, 1058.82, 1052.71]","[104.05, 125.34, 139.78, 47.92, 76.72]","[189.96999999999997, 232.5, 272.13, 122.77, 143.68]","[17.56476875566322, 14.453921519868702, 13.303642576740502, 11.594983094388093, 13.648583180553048]"
OLECTRA,Olectra Greentech Limited,Automobile,S,0.84,0.0,48.8,1.036,35.260000000000005,27.74590163934425,1.1904761904761905,"[104.89, 161.49, 290.3, 395.53, 277.22]","[8.42, 8.89, -13.58, 10.7, 12.21]","[21.310000000000002, 21.240000000000002, 1.3499999999999979, 35.97, 32.31]","[20.316522070740778, 13.152517183726546, 0.4650361694798476, 9.094126867747073, 11.655003246519009]"
JBMA,JBM Auto Limited,Automobile,S,0.81,0.12,48.8,5.3759999999999994,26.96,44.75409836065573,1.2345679012345678,"[698.06, 765.78, 2206.96, 1946.73, 1965.59]","[39.76, 32.1, 96.63, 69.47, 52.92]","[102.25, 99.41, 282.57, 245.59999999999997, 214.25]","[14.647738016789388, 12.981535166758077, 12.803585021930619, 12.616027903201777, 10.900035103963695]"
SHARDAMOTR,Sharda Motor Industries Limited,Automobile,S,0.81,0.33,48.8,24.212,13.1,73.15573770491804,1.2345679012345678,"[1041.89, 1155.45, 1139.87, 862.99, 1736.54]","[56.75, 78.61, 87.86, 57.75, 78.59]","[134.51999999999998, 162.66, 167.32, 119.61000000000001, 150.69]","[12.911151849043563, 14.077632091392964, 14.678866888329372, 13.859952027254083, 8.67760028562544]"
SBIN,State Bank of India,Banking,L,1.29,0.79,27.59,9.176,69.662,-152.49003262051468,0.7751937984496123,"[175518.24, 220499.32, 242868.65, 257323.59, 265150.63]","[10484.1, -6547.45, 862.23, 14488.11, 20410.47]","[130806.98, 133036.83000000002, 159339.57, 187605.34999999998, 185299.30000000002]","[74.52614611450069, 60.33434933041971, 65.60730254810574, 72.90639385219208, 69.88454072313537]"
HDFCBANK,HDFC Bank,Banking,L,1.14,0.4,27.59,41.022000000000006,25.564,7.343240304458136,0.8771929824561404,"[69305.96, 80241.36, 98972.05, 114812.65, 120858.23]","[14549.64, 17486.73, 21078.17, 26257.32, 31116.53]","[59138.92, 67750.13, 84068.59, 96429.41, 98940.06]","[85.33020825337387, 84.4329283551525, 84.9417487058215, 83.98848907328592, 81.86456147835361]"
ICICIBANK,ICICI Bank Limited,Banking,L,1.23,0.27,27.59,13.344,34.178,-23.878216745197527,0.8130081300813008,"[54156.28, 54965.89, 63401.19, 74798.32, 79118.27]","[9801.09, 6777.42, 3363.3, 7930.81, 16192.68]","[44455.22, 40155.34, 40940.07, 56527.83, 61383.35]","[82.08691586645169, 73.05501648385935, 64.57303088475153, 75.57366261702134, 77.58429247757819]"
BANDHANBNK,Bandhan Bank,Banking,M,1.26,0.32,27.59,14.052000000000001,21.869999999999997,20.732149329467205,0.7936507936507936,"[3908.71, 4802.3, 6643.37, 10885.49, 12524.21]","[1111.95, 1345.56, 1951.5, 3023.74, 2205.46]","[3276.5299999999997, 3911.88, 5239.17, 8695.26, 8012.58]","[83.82637750050529, 81.45846781750411, 78.86313723306094, 79.87936234381732, 63.97672986958859]"
CANBK,Canara Bank,Banking,M,1.49,0.0,27.59,-8.074000000000002,16.08,41.71801377310621,0.6711409395973155,"[41387.64, 41252.09, 46810.34, 48934.99, 69239.78]","[1121.92, -4222.24, 347.02, -2235.72, 2557.58]","[33485.33, 22972.949999999997, 30421.66, 34487.670000000006, 49705.020000000004]","[80.90659433589352, 55.6891784149603, 64.98918828617781, 70.47650362245912, 71.78679654961353]"
PNB,Punjab National Bank,Banking,M,1.33,0.0,27.59,-11.500000000000002,20.272,26.52410293584633,0.7518796992481203,"[47275.99, 47995.77, 51310.25, 53800.03, 80749.77]","[1324.8, -12282.82, -9975.49, 336.19, 2021.62]","[34719.4, 14074.449999999997, 19386.190000000002, 37708.899999999994, 54727.11]","[73.43981585578642, 29.324355042121418, 37.782294960558566, 70.09085310918971, 67.77370387556522]"
RBLBANK,RBL Bank,Banking,S,1.75,0.0,27.59,13.154,28.974,-5.016310257339617,0.5714285714285714,"[3713.16, 4507.57, 6300.71, 8514.38, 8214.54]","[446.05, 635.09, 866.95, 505.67, 507.78]","[3234.8, 3794.79, 5182.29, 5775.82, 5274.339999999999]","[87.1171724353381, 84.18704534815878, 82.2493020627834, 67.83606087583594, 64.20736888492841]"
CSBBANK,CSB Bank,Banking,S,0.99,0.0,27.59,-4.300000000000001,35.904,-30.134106560347966,1.0101010101010102,"[1336.29, 1296.81, 1347.52, 1509.89, 1872.29]","[1.55, -97.47, -197.42, 12.72, 218.4]","[1028.71, 778.21, 623.9899999999999, 1075.1100000000001, 1264.22]","[76.98254121485606, 60.00956192503143, 46.30654832581334, 71.20452483293485, 67.52265941707748]"
DCBBANK,DCB Bank,Banking,S,1.01,0.0,27.59,9.434000000000001,16.458000000000002,40.347952156578465,0.9900990099009901,"[2076.15, 2412.99, 3041.49, 3536.63, 3458.21]","[199.68, 245.34, 325.37, 337.94, 335.79]","[1624.81, 1857.09, 2442.9300000000003, 2814.7799999999997, 2681.0]","[78.26072297281024, 76.96219213506895, 80.32017202095027, 79.58932656229234, 77.52565633665972]"
CENTRALBK,Central Bank,Banking,S,0.95,0.0,27.59,-9.946,-6.308,122.8633562885103,1.0526315789473684,"[24661.41, 24035.52, 22638.57, 23562.47, 22730.23]","[-2439.1, -5104.9, -5641.48, -1121.35, -887.58]","[14815.870000000003, 9882.849999999999, 7973.89, 15309.410000000002, 13453.9]","[60.07714076364653, 41.11768748918267, 35.222586939016026, 64.97370606731808, 59.189458267690206]"
ASIANPAINT,Asian Paints Limited,Chemical,L,0.74,0.57,65.18,24.05,64.196,1.5096655415771842,1.3513513513513513,"[12647.11, 14167.86, 16391.78, 17194.09, 18516.86]","[1801.72, 1894.8, 2132.17, 2653.95, 3052.51]","[2974.4500000000003, 3200.76, 3791.75, 4181.38, 4859.51]","[23.51881180759873, 22.591696981760123, 23.13202104957485, 24.31870485730853, 26.243704386164826]"
PIDILITIND,Pidilite,Chemical,L,0.74,0.34,65.18,19.228,61.468,5.694998465787056,1.3513513513513513,"[4865.37, 5354.4, 6093.88, 6332.59, 6216.33]","[773.79, 955.19, 979.44, 1101.62, 1081.46]","[1240.64, 1428.82, 1483.42, 1576.1399999999999, 1620.72]","[25.499396757081172, 26.684969370984614, 24.3427832513932, 24.889342275435485, 26.071974943415167]"
BERGEPAINT,Berger Paints,Chemical,L,0.81,0.39,65.18,5.544,72.224,-10.806996011046326,1.2345679012345678,"[4225.32, 4723.79, 5515.55, 5691.69, 6021.41]","[444.09, 431.84, 435.85, 699.05, 680.78]","[769.0999999999999, 789.93, 887.67, 1108.6200000000001, 1137.9199999999998]","[18.202171669838023, 16.722377582407347, 16.093952552329323, 19.477870368906252, 18.897899329226874]"
TATACHEM,Tata Chemical,Chemical,M,1.32,1.0,65.18,83.46799999999999,12.559999999999999,80.73028536360847,0.7575757575757576,"[3606.8, 3466.01, 3121.25, 2920.29, 2998.88]","[692.71, 1766.96, 854.84, 6840.22, 479.11]","[1148.06, 2259.1400000000003, 1310.99, 7195.59, 830.03]","[31.830431407341685, 65.17984656709011, 42.002082498998796, 246.3998438511244, 27.67799978658699]"
UPL,UPL,Chemical,M,0.89,1.26,65.18,4.924,123.154,-88.94446149125496,1.1235955056179776,"[6939.0, 7263.0, 8660.0, 9641.0, 11345.0]","[245.0, 548.0, 405.0, 461.0, 220.0]","[1222.0, 1377.0, 1395.0, 1701.0, 1718.0]","[17.61060671566508, 18.95910780669145, 16.10854503464203, 17.643397987760604, 15.1432349052446]"
DEEPAKNTR,Deepak Nitrite Limited,Chemical,M,1.38,0.24,65.18,18.122,31.29,51.99447683338448,0.7246376811594204,"[1232.7, 1454.98, 1791.92, 2229.66, 1809.14]","[110.64, 83.46, 138.04, 544.04, 354.72]","[228.79, 215.89999999999998, 310.16, 805.97, 551.01]","[18.56007138801006, 14.838691940782688, 17.30880842894772, 36.147663769363945, 30.45701272427783]"
VINATIORGA,Vinati Organics Limited,Chemical,S,0.47,0.3,65.18,22.747999999999998,33.464000000000006,48.65909788278613,2.127659574468085,"[640.79, 729.68, 1127.92, 1028.87, 954.26]","[140.28, 143.88, 282.49, 333.83, 269.34]","[230.32999999999998, 228.91, 454.81, 459.86999999999995, 379.10999999999996]","[35.944693269245775, 31.37128604319702, 40.322895240797216, 44.69660890102734, 39.728166327835176]"
LXCHEM,Laxmi Organic,Chemical,S,1.45,0.11,65.18,37.036,7.51,88.47806075483278,0.6896551724137931,"[1007.89, 1272.89, 1428.8, 1358.69, 1606.11]","[70.77, 76.73, 77.79, 78.62, 122.55]","[118.55, 152.69, 159.56, 153.32000000000002, 214.11999999999998]","[11.762196271418508, 11.995537713392357, 11.167413213885778, 11.284398943099605, 13.331589990722925]"
BHARATRAS,Bharat Rasayan,Chemical,S,0.89,0.01,65.18,279.27,18.856,71.0708806382326,1.1235955056179776,"[618.5, 792.33, 989.32, 1212.82, 1091.27]","[54.53, 98.31, 111.52, 157.64, 164.47]","[112.8, 163.22000000000003, 188.32999999999998, 243.57, 246.11999999999998]","[18.237671786580435, 20.60000252420078, 19.036307766951037, 20.082947180950182, 22.55353853766712]"
GHCL,GHCL,Chemical,S,1.31,0.98,65.18,37.68,5.912000000000001,90.92973304694692,0.7633587786259541,"[2753.99, 2881.72, 3371.18, 3256.01, 2823.09]","[386.77, 364.51, 361.03, 406.5, 309.98]","[721.3899999999999, 649.17, 783.72, 753.1600000000001, 645.8000000000001]","[26.194358004204805, 22.527171272712128, 23.24764622476403, 23.1313785891321, 22.875643355330507]"
HDFC,HDFC Limited,Finance,L,1.3,0.88,42.083,67.492,29.708000000000006,29.406173514245644,0.7692307692307692,"[33112.79, 40689.22, 43348.04, 58738.92, 48149.74]","[7442.64, 10959.34, 9632.46, 17769.65, 12027.3]","[31678.8, 36736.86, 41022.97, 51500.020000000004, 43588.63]","[95.66937730103685, 90.28646899596502, 94.63627421216738, 87.67614385828, 90.52723856868178]"
BAJFINANCE,Bajaj Finance,Finance,L,1.47,0.14,42.083,58.089999999999996,45.379999999999995,-7.834517501128715,0.6802721088435374,"[9966.35, 12639.24, 17386.02, 23824.18, 23536.56]","[1836.55, 2484.51, 3890.34, 4881.12, 3955.51]","[6741.3099999999995, 8582.16, 12209.970000000001, 15069.31, 13215.220000000001]","[67.64071099248973, 67.90091809317649, 70.22866648031004, 63.25216649639148, 56.14762735081082]"
BAJAJFINSV,Bajaj Finserv,Finance,L,1.34,0.02,42.083,17.151999999999997,569.338,-1252.8930922225127,0.7462686567164178,"[162.71, 252.06, 448.39, 815.06, 391.98]","[70.02, 141.62, 307.17, 666.86, 178.78]","[105.46, 168.57000000000002, 327.54, 684.78, 249.78]","[64.81470100178231, 66.87693406331827, 73.04801623586611, 84.01590066988933, 63.722638910148476]"
MUTHOOTFIN,Muthoot Finance,Finance,M,0.9,1.46,42.083,58.248000000000005,11.064,73.70909868593019,1.1111111111111112,"[5746.38, 6266.52, 6878.21, 8714.64, 10557.21]","[1179.83, 1777.56, 1972.14, 3018.3, 3722.18]","[4267.25, 4823.2, 5362.01, 6896.15, 8756.49]","[74.2597948621567, 76.96775881988727, 77.95647414080116, 79.13293033332415, 82.94322079413027]"
CHOLAFIN,Cholamandalam Investment and Finance Company Limited,Finance,M,1.34,0.28,42.083,13.485999999999999,21.394,49.162369602927555,0.7462686567164178,"[4659.55, 5479.23, 6991.97, 8652.63, 9519.37]","[718.74, 918.3, 1186.15, 1052.37, 1514.91]","[3374.49, 4110.38, 5467.37, 6285.5, 6712.65]","[72.42094193645309, 75.01747508317776, 78.19498653455321, 72.64265315863501, 70.51569589163988]"
SRTRANSFIN,Shriram Transport Finance Company Limited,Finance,M,1.54,1.51,42.083,87.032,14.101999999999999,66.49003160421073,0.6493506493506493,"[10828.82, 13356.63, 15535.81, 16561.29, 17422.19]","[1257.34, 2460.54, 2563.99, 2501.84, 2487.26]","[7177.98, 10248.970000000001, 11385.039999999999, 11893.16, 12504.03]","[66.2858926457361, 76.7332029112134, 73.2825646039698, 71.81300490481115, 71.77071309634438]"
AAVAS,Aavas Financiers Limited,Finance,S,0.79,0.0,42.083,22.898000000000003,30.863999999999997,26.65922106313714,1.2658227848101264,"[305.13, 493.54, 709.97, 902.29, 1103.17]","[57.14, 93.09, 175.91, 249.12, 289.5]","[233.14999999999998, 333.02, 522.78, 677.6700000000001, 832.1700000000001]","[76.41005473077048, 67.47578717023949, 73.63409721537529, 75.10556472974321, 75.43442987028291]"
LICHSGFIN,LIC Housing,Finance,S,1.46,2.21,42.083,45.576,10.704,74.5645510063446,0.684931506849315,"[14072.1, 14840.61, 17364.49, 19702.88, 19852.92]","[1931.05, 2002.5, 2430.97, 2401.84, 2734.34]","[13196.689999999999, 13919.33, 16282.82, 18100.920000000002, 17850.59]","[93.77910901713318, 93.79216892028023, 93.77079315315335, 91.86941198444086, 89.91417887142043]"
MOTILALOFS,Motilal Oswal,Finance,S,0.91,1.1,42.083,23.413999999999998,47.21999999999999,-12.206829361024626,1.0989010989010988,"[132.2, 1358.72, 1217.37, 1269.59, 2161.49]","[86.3, 393.27, 322.31, 196.8, 712.4]","[98.14999999999999, 622.3199999999999, 514.47, 353.18000000000006, 1001.5600000000001]","[74.24357034795764, 45.801931229392366, 42.26077527785308, 27.81842957175152, 46.33655487649724]"
IDFC,IDFC Limited,Finance,S,1.56,0.0,42.083,0.5519999999999999,227.02200000000002,-439.4624907920063,0.641025641025641,"[159.22, 222.71, 157.94, 152.57, 7.72]","[55.75, 184.0, 127.89, 64.18, 8.98]","[86.91000000000001, 212.37, 113.41000000000001, 91.53, 9.68]","[54.584851149353106, 95.35719096583, 71.80574901861468, 59.99213475781609, 125.38860103626943]"
TCS,Tata Consultancy Services(TCS),IT,L,0.68,1.0,53.26,75.682,25.084000000000003,52.902741269245205,1.4705882352941175,"[92693.0, 97356.0, 123170.0, 131306.0, 135963.0]","[23653.0, 25241.0, 30065.0, 33260.0, 30960.0]","[31657.0, 33608.0, 42591.0, 45435.0, 44492.0]","[34.15252500188795, 34.520728049632275, 34.579037103190714, 34.60237917536137, 32.723608628818134]"
INFY,Infosys,IT,L,0.72,1.45,53.26,35.912,20.854,60.84491175366128,1.3888888888888888,"[59289.0, 61941.0, 73107.0, 79047.0, 85912.0]","[13818.0, 16155.0, 14702.0, 15543.0, 18048.0]","[20269.0, 21316.0, 21526.0, 22735.0, 26924.0]","[34.18678000978259, 34.413393390484494, 29.444512837347997, 28.761369817956407, 31.339044603780614]"
HCLTECH,HCL Tech,IT,L,0.78,0.84,53.26,29.194,19.64,63.12429590687194,1.282051282051282,"[19318.0, 22073.0, 26012.0, 32666.0, 35673.0]","[6873.0, 7362.0, 8185.0, 8969.0, 8743.0]","[8809.0, 10041.0, 11223.0, 13377.0, 15400.0]","[45.599958587845535, 45.48996511575228, 43.1454713209288, 40.950835731341456, 43.16990440949738]"
TATAELXSI,Tata Elxsi,IT,M,0.83,0.54,53.26,42.664,26.648000000000003,49.966203529853544,1.2048192771084338,"[1237.31, 1386.3, 1596.93, 1609.86, 1826.16]","[174.78, 240.04, 289.97, 256.1, 368.12]","[291.93, 390.06, 459.5400000000001, 402.66, 563.29]","[23.593925532000874, 28.136766933564164, 28.776464841915427, 25.012112854533935, 30.845599509352958]"
PERSISTENT,Persistent Systems Limited,IT,M,0.92,0.41,53.26,47.676,17.564,67.02215546376267,1.0869565217391304,"[1732.96, 1732.75, 1959.87, 2108.12, 2479.61]","[294.03, 342.12, 315.01, 407.72, 505.09]","[464.7999999999999, 509.06, 484.31, 592.8600000000001, 728.52]","[26.82116148093435, 29.378733227528496, 24.71133289452872, 28.122687513044806, 29.38042676065994]"
OFSS,Oracle Finance,IT,M,0.92,5.44,53.26,158.652,21.490000000000002,59.65076980848666,1.0869565217391304,"[3736.31, 3861.73, 3580.9, 3525.51, 3645.21]","[1288.1, 1005.99, 1282.47, 1582.66, 1639.29]","[1749.3999999999999, 1544.27, 2036.6100000000001, 2099.77, 2272.89]","[46.821596709052514, 39.989072255180965, 56.87424949035159, 59.55932616841251, 62.35278625922786]"
FSL,Firstsource Solutions Limited,IT,S,1.12,2.26,53.26,3.268,16.482,69.05369883589935,0.8928571428571428,"[940.07, 861.27, 768.11, 939.91, 1324.74]","[188.46, 191.92, 199.02, 182.02, 366.65]","[244.64000000000001, 247.31, 249.15, 298.42, 520.63]","[26.023593987681767, 28.7145726659468, 32.43676035984429, 31.749848389739444, 39.30054199314583]"
NIITLTD,NIIT Limited,IT,S,1.36,0.4,53.26,20.418,4.841999999999999,90.90874953060458,0.7352941176470588,"[363.32, 361.87, 377.79, 400.85, 368.09]","[-3.53, 5.15, 25.5, 1368.36, 53.61]","[45.08, 49.89, 69.81, 1561.2099999999998, 95.09]","[12.40779478145987, 13.786718987481692, 18.478519812594296, 389.4748659099413, 25.833355972724064]"
SONATSOFTW,Sonata Software,IT,S,0.74,1.81,53.26,16.107999999999997,18.754,64.78783327074727,1.3513513513513513,"[592.6, 688.51, 829.33, 876.84, 781.41]","[133.29, 151.28, 172.43, 211.26, 179.03]","[187.18, 203.42, 245.58, 300.25, 278.91]","[31.586230172122846, 29.544959405092158, 29.61185535311637, 34.242279093107065, 35.69317003877607]"
BSOFT,Birla Soft,IT,S,1.2,0.71,53.26,7.15,17.810000000000002,66.56027037176116,0.8333333333333334,"[1319.56, 809.05, 1001.99, 1462.16, 1640.53]","[169.29, 177.55, 167.63, 140.75, 193.56]","[277.92, 246.89, 251.18, 304.48, 367.41]","[21.061565976537636, 30.516037327730057, 25.068114452240042, 20.82398643103354, 22.395811109824265]"
TATASTEEL,Tata Steel,Metals,L,1.37,1.86,18.45,66.93199999999999,9.536,48.31436314363144,0.7299270072992701,"[47993.02, 59616.82, 70610.92, 60435.97, 64869.0]","[3444.55, 4169.55, 10533.19, 6743.8, 13606.62]","[11587.029999999999, 13176.329999999998, 22853.79, 13562.11, 25176.29]","[24.14315665069629, 22.10169881587109, 32.36580121035104, 22.44046054030406, 38.81097288381199]"
JSWSTEEL,JSW Steel,Metals,L,1.29,0.89,18.45,24.828,11.334,38.56910569105691,0.7751937984496123,"[52290.0, 66464.0, 77187.0, 64262.0, 70727.0]","[3577.0, 4625.0, 8121.0, 5291.0, 8393.0]","[11799.0, 13720.0, 18917.0, 11836.0, 19542.0]","[22.564543889845094, 20.64275397207511, 24.50801300737171, 18.41834988017802, 27.63018366394729]"
NMDC,NMDC,Metals,L,1.03,4.6,18.45,13.7,9.225999999999999,49.99457994579946,0.970873786407767,"[8828.14, 11614.9, 12152.67, 11699.22, 15370.06]","[2589.14, 3805.88, 4642.11, 3610.12, 6253.05]","[4510.120000000001, 6472.360000000001, 7517.849999999999, 6426.950000000001, 9146.14]","[51.08799815136598, 55.72462957063772, 61.86171433931803, 54.934858905123605, 59.506208824168546]"
JINDALSTEL,Jindal Steel & Power,Metals,M,1.5,0.18,18.45,11.792,-23.512,227.43631436314365,0.6666666666666666,"[14449.17, 17654.47, 27863.33, 26323.62, 33346.19]","[-986.45, -361.61, -262.9, 617.67, 7154.31]","[2910.65, 3629.03, 4633.04, 5777.3099999999995, 13549.210000000003]","[20.14406363825742, 20.5558705528968, 16.627732578984634, 21.94724737707048, 40.631958253701555]"
SAIL,SAIL,Metals,M,1.67,2.65,18.45,2.29,-9.156,149.6260162601626,0.5988023952095809,"[44452.41, 57558.46, 66967.31, 61660.55, 69110.02]","[-2833.24, -481.71, 2178.82, 2021.54, 3850.02]","[356.9100000000003, 5128.73, 9877.53, 10412.470000000001, 13798.17]","[0.8029035996023619, 8.910471197457332, 14.749778660662944, 16.886761470664794, 19.965512960349308]"
APLAPOLLO,APL Apollo tubes,Metals,M,0.84,0.0,18.45,4.914,48.236000000000004,-161.4417344173442,1.1904761904761905,"[3106.34, 4335.8, 5868.47, 5930.81, 6007.96]","[88.32, 112.69, 126.39, 115.01, 153.78]","[225.98, 270.37, 329.83, 264.84, 328.08]","[7.274799281469511, 6.23575810692375, 5.620374646202502, 4.46549459517334, 5.460755397838867]"
TINPLATE,Tinplate,Metals,S,1.56,0.48,18.45,6.728,21.857999999999997,-18.471544715447145,0.641025641025641,"[829.82, 1918.69, 2584.5, 2105.71, 2281.37]","[27.86, 73.16, 58.0, 95.03, 98.15]","[109.55000000000001, 180.45000000000002, 162.44000000000003, 175.85, 201.34]","[13.201658190932974, 9.404854353751778, 6.2851615399497005, 8.35110247849894, 8.825398773543968]"
KSL,Kalyani Steel,Metals,S,1.14,2.37,18.45,33.45,7.9799999999999995,56.747967479674784,0.8771929824561404,"[1257.42, 1345.06, 1406.58, 1198.93, 1187.99]","[156.48, 114.88, 132.05, 137.12, 190.3]","[300.89, 220.45, 237.53, 218.58, 305.95]","[23.929156526856577, 16.38960343776486, 16.887059392284833, 18.231256203448073, 25.75358378437529]"
USHAMART,Usha Martin,Metals,S,1.27,0.0,18.45,-0.54,5.74,68.88888888888889,0.7874015748031495,"[3246.54, 1386.65, 1708.03, 1392.62, 1345.6]","[-354.95, -282.34, 59.0, 395.4, 100.52]","[462.64, -176.89999999999998, -57.360000000000014, 681.99, 201.08]","[14.250247956285769, -12.757364872173941, -3.35825483158961, 48.971722365038566, 14.943519619500595]"
SUNFLAG,Sunflag Iron & Steel,Metals,S,1.51,0.0,18.45,5.89,8.362,54.677506775067755,0.6622516556291391,"[1456.27, 2018.5, 2186.0, 1758.12, 1891.55]","[65.17, 128.67, 110.59, 92.56, 133.52]","[153.16, 253.78, 248.90000000000003, 181.78, 257.46000000000004]","[10.517280449367219, 12.572702501857815, 11.386093321134494, 10.33945350715537, 13.611059712933839]"
DABUR,Dabur,FMCG,L,0.41,0.87,51.18,6.672,59.41799999999999,-16.096131301289553,2.4390243902439024,"[5290.65, 5592.29, 6273.19, 6309.8, 7184.73]","[998.33, 1072.05, 1264.29, 1170.35, 1381.89]","[1386.01, 1497.52, 1641.9799999999998, 1557.6699999999998, 1835.8500000000004]","[26.197348151928402, 26.77829654756817, 26.174561905505808, 24.68651938254778, 25.552108429961883]"
ITC,ITC,FMCG,L,0.84,4.14,51.18,10.134,24.994,51.164517389605315,1.1904761904761905,"[40079.67, 40619.65, 44982.55, 45619.7, 45485.11]","[10200.9, 11223.25, 12464.32, 15136.05, 13031.64]","[16586.33, 18106.67, 19813.9, 20810.519999999997, 18784.920000000002]","[41.383399613819186, 44.576134949464105, 44.047969712699704, 45.617397747025954, 41.299053690317564]"
HINDUNILVR,HUL,FMCG,L,0.59,1.45,51.18,27.559999999999995,61.19,-19.55842125830402,1.6949152542372883,"[31890.0, 34525.0, 38224.0, 38785.0, 45996.0]","[4490.0, 5237.0, 6036.0, 6738.0, 7954.0]","[6814.0, 7783.0, 9074.0, 10136.0, 11610.0]","[21.36719974913766, 22.54308472121651, 23.73901213897028, 26.13381461905376, 25.241325332637622]"
PGHH,PGHH(P&G),FMCG,M,0.48,1.63,51.18,142.23600000000002,74.396,-45.36146932395467,2.0833333333333335,"[2320.4, 2455.29, 2946.85, 3001.99, 3574.14]","[432.73, 374.59, 419.13, 433.08, 651.79]","[741.93, 639.46, 662.5899999999999, 647.82, 923.66]","[31.97422858127909, 26.044174007958325, 22.48468703870234, 21.57968547530139, 25.842860100611617]"
COLPAL,ColPal,FMCG,M,0.41,2.39,51.18,28.518,43.278,15.439624853458383,2.4390243902439024,"[3981.82, 4187.97, 4462.43, 4525.08, 4841.22]","[577.43, 673.37, 775.57, 816.47, 1035.39]","[984.67, 1139.54, 1304.23, 1250.92, 1539.98]","[24.729143959294994, 27.209841522264963, 29.226901038223566, 27.644152147586343, 31.809750434807754]"
EMAMILTD,Emami,FMCG,M,0.39,1.72,51.18,7.645999999999999,55.948,-9.31613911684252,2.564102564102564,"[2301.71, 2353.99, 2488.7, 2389.92, 2582.29]","[346.37, 309.52, 305.24, 289.12, 475.13]","[784.21, 727.7199999999999, 733.8199999999999, 682.86, 947.38]","[34.070756090037406, 30.9143199418859, 29.48607706834894, 28.572504518979713, 36.687591246529244]"
GILLETTE,Gilette,FMCG,S,0.41,2.33,51.18,78.258,76.74600000000001,-49.95310668229779,2.4390243902439024,"[1732.79, 1676.85, 1861.65, 1679.06, 2009.42]","[253.08, 229.05, 252.92, 230.18, 310.38]","[419.41, 394.35, 394.59999999999997, 370.46000000000004, 492.22999999999996]","[24.204317891954595, 23.5173092405403, 21.196250637875004, 22.063535549652784, 24.496123259447995]"
RUCHI,Ruchi Soya,FMCG,S,0.8,0.0,51.18,16.048000000000005,6.122,88.03829620945682,1.25,"[18526.9, 11994.13, 12729.23, 13117.79, 16318.63]","[-1257.2, -5573.28, 76.72, 7672.02, 680.77]","[-536.7300000000001, -5013.28, 222.37, 7906.4400000000005, 1020.24]","[-2.8970308038581742, -41.79777941376324, 1.7469242051561642, 60.27265263432331, 6.251995418733068]"
