TICKER,COMPANY_NAME,SECTOR,CAP_SIZE,BETA,DIVIDEND_YIELD,SECTOR_PE,EPS,PRICE TO EARNING,DIFFERENTIAL_PE,INV_BETA,SALES,NET PROFIT,EBITDA,EBITDA_MARGIN
UNICHEMLAB,Unicam lab,Pharma,S,1.3358208955223883,2.6117647058823534,4.449390113417505,5.774994708897334,3.6592273391538956,7.195929982468983,8.722420506164829,[4.12876918 4.04305975 4.0077471 ],[4.8952479  5.67963561 5.54841677],[2.08068407 2.35673095 2.30620148],[8.49915326 9.2124513  9.09294956]
SIEMENS,Siemens Limited,Capital Goods,L,5.574585635359116,1.303680981595092,6.417718810186176,2.4610164517726467,7.530514509863662,3.2457104940180566,1.0475851006950634,[6.20879082 4.79609279 4.9511807 ],[5.47145561 5.47575037 5.48066545],[1.16463787 1.16995944 1.17233964],[2.44426049 2.45203948 2.50714715]
HAVELLS,Havells India,Capital Goods,L,5.972375690607735,1.478527607361963,6.417718810186176,2.027878143168938,7.539549851473837,3.2383563963939603,1.0398774684098244,[5.16923461 5.10542182 5.40455627],[5.46530699 5.45564786 5.4477426 ],[1.1614497  1.15652268 1.15206094],[2.53689531 2.50859827 2.51490798]
BEL,Bharat Electronics Limited,Capital Goods,L,5.3259668508287294,2.684049079754601,6.417718810186176,1.889496175925756,7.369582603397061,3.376697124302669,1.0531140130587644,[5.081683   5.18698256 5.30070676],[5.61306225 5.59420249 5.5871542 ],[1.23802158 1.22717333 1.22135267],[3.14279904 3.16110403 3.20667634]
THERMAX,Thermax Limited,Capital Goods,M,3.1796874999999996,1.3903345724907064,6.417718810186176,2.8241340102894323,7.339909306151931,2.906781560150469,4.799888392857143,[5.74520962 6.44036494 5.7632715 ],[9.12213981 9.12751297 9.12555208],[3.16289281 3.17105938 3.17055976],[5.78296668 5.8452058  5.82958224]
BHEL,Bharat Heavy Electricals Limited,Capital Goods,M,9.015625000000002,1.0,6.417718810186176,1.9120670051447162,5.848493117701352,4.077446340687865,1.2509191176470589,[4.39331571 4.7918983  5.10956725],[8.81394115 9.02432984 9.05252673],[2.95202237 3.24320216 3.27429563],[5.24428785 5.51102794 5.54578082]
VGUARD,V-Guard Industries Limited,Capital Goods,M,2.4765624999999996,1.6022304832713754,6.417718810186176,2.159080930777111,6.87378305710502,3.272660372026665,5.890234375,[6.66128342 6.39849277 6.50650393],[9.12411508 9.12121558 9.12050847],[3.16242969 3.15613388 3.15500011],[5.85064124 5.80530494 5.80771267]
BEML,BEML Limited,Capital Goods,S,4.08955223880597,1.4,6.417718810186176,4.636547256448244,4.075857158916326,7.165829775734562,3.78538342768914,[3.94959061 3.59417781 3.76464354],[4.98409654 4.99929771 4.99940036],[2.12207008 2.14392444 2.14357294],[8.48618094 8.49700529 8.50007147]
HEG,HEG Limited,Capital Goods,S,7.985074626865671,1.2470588235294118,6.417718810186176,8.588089957947236,0.9999999999999998,10.0,1.5697375193000518,[2.40204275 3.76195878 5.13754386],[4.91376669 6.16740499 5.90101548],[2.08959216 2.78744948 2.64717324],[8.48817255 8.72117058 8.68185433]
MTARTECH,Mtar Technologies Limited,Capital Goods,S,6.507462686567164,1.2,6.417718810186176,4.3716562531631595,2.7546745606475063,8.38319982491798,2.164179104477612,[3.89270901 3.91985527 4.17738572],[4.94390631 4.93389236 4.92275664],[2.07965987 2.0733897  2.06715138],[8.68509794 8.66399415 8.60404709]
ENGINERSIN,Engineers India Limited,Capital Goods,S,2.2761194029850746,4.470588235294118,6.417718810186176,4.334222852042366,2.9802900288529997,8.175312199100206,6.2779850746268675,[3.41113577 4.05783143 4.06982234],[5.3180335  5.335813   5.32741081],[2.28671826 2.29818906 2.29469595],[8.57585657 8.61936309 8.63957872]
PAGEIND,Page Industries limited,Textile,L,5.3259668508287294,1.5153374233128836,4.501390969398674,10.0,7.63318798080585,3.0861981999134898,1.0531140130587644,[4.44727508 4.82640069 5.02823282],[5.38820175 5.39022414 5.38767774],[1.11756722 1.11891809 1.11756636],[2.86964232 2.99733534 2.99453689]
CENTURYTEX,Century Textiles & Industries Limited,Textile,L,7.662983425414365,1.1104294478527608,4.501390969398674,5.157511508904499,7.51773745144337,3.205691431872772,1.0173112338858195,[3.44846865 4.04171286 3.57721624],[5.37390265 5.58511233 5.53901977],[1.11567462 1.19397711 1.18283848],[2.67654419 5.67738863 5.02214444]
RAYMOND,Raymond Limited,Textile,L,7.116022099447513,1.0,4.501390969398674,1.8592337178805276,7.51216772031381,3.211456196898022,1.023257886294778,[2.38459051 3.98829764 4.23492947],[5.33806886 5.34501057 5.34492277],[1.10452333 1.10695752 1.10649567],[2.22412476 2.28452139 2.26404254]
KPRMILL,K.P.R. Mill Limited,Textile,M,5.2890625,1.1561338289962826,4.501390969398674,2.3847167028785643,5.506970584694409,4.221445210343658,2.837265625,[6.11000401 6.4345655  6.58068618],[9.14737956 9.14015285 9.13820247],[3.20773667 3.19940184 3.19708083],[6.15017854 6.10539336 6.11831224]
VTL,Vardhman Textiles Limited,Textile,M,5.359375,1.8475836431226766,4.501390969398674,3.0695268437109497,5.338881977607448,4.389223029065505,2.791924504950495,[5.26898359 5.94798916 6.00668884],[9.15881686 9.17053895 9.18321117],[3.26507981 3.2803385  3.30015104],[6.00640669 6.05732577 6.14347674]
TRIDENT,Trident Limited,Textile,M,4.7265625,1.7472118959107807,4.501390969398674,1.995857208794425,5.368208997150768,4.359950233878109,3.235478940217391,[5.64559989 5.96906507 5.9431115 ],[9.14468824 9.14296725 9.14312728],[3.24538118 3.25350455 3.25582497],[6.08217068 6.10135198 6.116258  ]
LUXIND,Lux Industries Limited,Textile,S,4.62686567164179,1.5764705882352943,4.501390969398674,5.352046966587837,3.299861355716266,7.628890517224035,3.3189316575019636,[3.92389597 4.07210577 4.00888728],[5.1740684  5.09008316 5.0659678 ],[2.19582785 2.15973205 2.14795111],[8.58647558 8.57365668 8.56746592]
DOLLAR,Dollar Industries Limited,Textile,S,5.970149253731343,1.4823529411764707,4.501390969398674,4.4599808600112265,2.842694945104358,8.164559681933723,2.436729396495783,[3.68131763 3.60004699 3.6021563 ],[4.98626552 4.98398657 4.97714115],[2.10299522 2.10440432 2.10200863],[8.54190345 8.54570226 8.54343261]
RUPA,Rupa & Company Limited,Textile,S,4.291044776119403,2.3176470588235296,4.501390969398674,4.491865504771194,3.096976055757485,7.866614454587083,3.600746268656717,[4.38335731 3.67207155 3.63029024],[5.05606382 5.03376612 5.02519102],[2.13486482 2.12916205 2.1255559 ],[8.57889222 8.57211865 8.56724238]
ARVIND,Arvind Limited,Textile,S,9.932835820895523,1.0,4.501390969398674,4.3350924332630925,3.860628770562446,6.971830405775769,1.0158260422027792,[2.6397191  3.25868467 3.35713908],[5.05794564 5.1145926  5.07553329],[2.32242805 2.33482793 2.32643769],[8.53126189 8.52940122 8.52705905]
TATAPOWER,Tata Power Company Ltd,Power,L,8.209944751381215,1.5245398773006134,2.7641771881018613,1.691414632356987,7.443712392413741,3.2302294613153197,1.0122606523878,[3.63661585 4.35692735 4.53812885],[5.41551896 5.32872484 5.34219622],[1.21891217 1.19246497 1.1955448 ],[4.42682048 3.61625824 3.71020031]
POWERGRID,Power Grid Corporation of India Limited,Power,L,3.6353591160220997,5.739263803680982,2.7641771881018613,2.0747574418135466,7.3406866478787425,3.3716992330906477,1.1178637200736647,[4.84359046 5.05238581 5.14644172],[6.95054195 6.78895708 6.71212899],[2.77437976 2.63145296 2.54831573],[8.61710457 8.49501166 8.46078481]
NTPC,NTPC Limited,Power,L,4.928176795580111,4.800613496932515,2.7641771881018613,2.002017497203015,7.342238555868689,3.369568231076104,1.0633977900552487,[4.71593872 4.93827552 4.94624164],[7.03093996 6.96758892 6.90786346],[2.72247323 2.47419577 2.40469266],[4.04197211 3.77192444 3.72055964]
NHPC,NHPC Limited,Power,M,1.9140625,7.033457249070632,2.7641771881018613,2.1072059800290446,5.255668365504233,4.3644727437149236,7.064453125,[5.7438835  6.54846807 6.30770784],[9.52122992 9.49271772 9.48961371],[3.99830558 3.98402639 3.98925923],[7.73557258 7.85396241 7.92188746]
TORNTPOWER,Torrent Power Limited,Power,M,4.5859375,3.2973977695167287,2.7641771881018613,2.976111405059158,5.486167181668606,4.059236938320615,3.34609375,[4.95468277 6.07739992 6.35781464],[9.27186412 9.24636568 9.22843306],[3.57530858 3.59317665 3.57604974],[6.28261853 6.32476892 6.32759825]
ADANIPOWER,Adani Power Limited,Power,M,9.71875,1.0,2.7641771881018613,1.7489446014252101,1.0,10.0,1.067292944785276,[1.47211243 1.         1.72851078],[8.97334651 9.0272646  8.87721033],[3.12058872 3.2640668  3.17768867],[5.89196574 6.33026824 6.0405682 ]
SJVN,SJVN Limited,Power,S,2.6119402985074625,10.0,2.7641771881018613,4.2942635245185095,2.550237943568029,8.408840952092612,5.660160734787601,[3.28160204 3.60529173 3.46686313],[6.84592828 6.66223729 6.68648829],[3.21780522 3.13543026 3.14864551],[9.20972192 9.17781695 9.17742985]
CESC,CESC Limited,Power,S,3.082089552238806,7.447058823529413,2.7641771881018613,4.355134209969358,2.6156630569190993,8.307137117156243,4.9393656716417915,[3.18544872 3.39530319 3.47082505],[5.95496742 5.9752947  5.97043497],[2.96355407 2.98163239 2.97770748],[8.65781017 8.65651881 8.65764791]
NLCINDIA,NLC India Limited,Power,S,2.7462686567164183,5.270588235294118,2.7641771881018613,4.44333459092875,2.512196949825758,8.467975965395821,5.438850523501893,[3.29924986 3.38336058 3.40547683],[6.39696221 6.59861905 6.83713628],[3.79957198 3.69523648 3.63162204],[8.83656331 8.80939987 8.78962957]
PTC,PTC India Ltd,Power,S,4.156716417910447,9.858823529411765,2.7641771881018613,4.442092332041998,2.529801026717128,8.440610294345932,3.7224389416553607,[3.57478092 3.87903801 3.65357259],[5.34285149 5.29738239 5.28831546],[2.28756328 2.29049762 2.29041157],[8.47240954 8.47719631 8.47721404]
RELIANCE,Reliance Industries Limited,Crude oil,L,6.370165745856354,1.2484662576687118,1.5392681361010059,3.030445866881866,7.405733490745678,3.2346902276167535,1.0333012316893913,[3.28185547 4.50125504 4.7885141 ],[ 9.79011273 10.          9.95806503],[3.83310011 3.98678665 3.90425032],[2.934901   2.91650786 2.94451986]
ONGC,Oil & Natural Gas Corporation Limited,Crude oil,L,3.8839779005524866,2.932515337423313,1.5392681361010059,2.0799845936577226,7.337316246477265,3.3567551673371403,1.1036613915160596,[3.17623679 4.4317298  4.60052392],[7.08955757 7.86848221 7.86975641],[2.93692747 3.24259644 3.18143651],[5.01930537 5.21498208 5.20701872]
IOC,Indian Oil Corporation Limited,Crude oil,L,5.176795580110497,10.0,1.5392681361010059,2.1557507840727768,7.374838144565467,3.289811397863435,1.0567435814104646,[3.52896621 4.54394268 4.79062037],[6.97903039 7.51334361 7.61981721],[2.37513998 2.69029342 2.71458043],[1.94088113 2.00898488 2.0438833 ]
HINDPETRO,Hindustan Petroleum Corporation Limited,Crude oil,M,4.1640625,10.0,1.5392681361010059,4.116752411937543,5.2011316665997835,4.327272226291059,3.709542410714286,[4.88052246 6.21965488 6.50142432],[10.          9.96896362  9.96318856],[4.95448784 4.98895187 4.97477215],[5.63455254 5.6363023  5.64481174]
OIL,Oil India Limited,Crude oil,M,1.0703125,3.342007434944238,1.5392681361010059,2.9777324972700354,5.252706769934588,4.238533261790565,9.706445312500001,[3.61824852 5.63894615 5.96127049],[9.39138373 9.42299682 9.40001645],[3.62893477 3.79338731 3.76641369],[6.55557125 6.78405952 6.77312686]
MRPL,Mangalore Refinery and Petrochemicals Limited,Crude oil,M,5.2890625,1.0,1.5392681361010059,2.148847786195949,5.092780609173722,4.513698622300502,2.837265625,[2.97562794 5.23848344 5.66259586],[8.89594221 9.08366685 9.18537644],[3.00108279 3.29292489 3.45823832],[5.43066555 5.54821396 5.63464409]
SELAN,Selan Exploration Technology Limited,Crude oil,S,4.022388059701493,4.011764705882353,1.5392681361010059,4.504081050490923,2.8979353243152097,7.586982635886329,3.8497917389795213,[2.29721736 3.2495288  3.55413146],[4.91413939 4.92785282 4.92376354],[2.06395844 2.06989238 2.06917234],[8.83752477 8.92574757 8.94575121]
CHENNPETRO,Chennai Petroleum Corporation Limited,Crude oil,S,6.91044776119403,1.0,1.5392681361010059,4.18709799122137,2.2754524674935364,8.844250204762119,1.9819507115584867,[2.44464329 3.29093005 3.45667699],[3.77240199 4.54821765 4.86955988],[2.05644839 2.35009025 2.45918087],[8.46278402 8.47031796 8.47629519]
ABAN,Aban Offshore Limited,Crude oil,S,4.6940298507462686,1.0,1.5392681361010059,1.0000000000000004,3.0255480196350284,7.329235291611435,3.2660914179104483,[2.56855109 2.62358548 2.62212536],[2.031923   3.44571125 3.78749318],[1.         1.58577065 1.7329725 ],[1.         4.98837922 5.78492975]
TNPETRO,Tamilnadu PetroProducts Limited,Crude oil,S,5.902985074626864,3.5058823529411764,1.5392681361010059,4.35223560590027,2.6818975531157494,8.02332763784853,2.4734878240377065,[3.32088399 3.58430579 3.67930793],[5.00459491 4.98297845 4.9679789 ],[2.1138411  2.10312352 2.10006199],[8.54428081 8.52984343 8.52894059]
DLF,DLF Limited,Reality,L,10.0,1.469325153374233,5.462443826235822,1.8136749628597106,7.564685048366213,3.1912243996351863,1.0,[7.85863569 5.37399577 4.97136712],[5.57631357 5.49532179 5.481111  ],[1.23911552 1.20494075 1.20336124],[10.          7.69427521  7.34256923]
OBEROIRLTY,Oberoi Realty Limited,Reality,L,8.110497237569062,1.0,5.462443826235822,1.991453148212681,7.490964658389825,3.2583780841261394,1.013121546961326,[6.49791661 4.68796014 4.79319297],[5.39157666 5.39651262 5.39424854],[1.11526634 1.11904077 1.11844112],[6.65674614 6.53151126 6.391117  ]
GODREJPROP,Godrej Properties Limited,Reality,L,8.657458563535913,1.0,5.462443826235822,1.8948333730719147,6.724950491278849,3.9561588976873083,1.008661557654607,[1.         6.81744215 5.71821513],[5.36395212 5.36299757 5.36392026],[1.12078453 1.11695503 1.11596618],[5.26977366 5.31891078 5.19858576]
BRIGADE,Brigade Enterprises Ltd,Reality,M,7.257812500000002,1.2676579925650557,5.462443826235822,2.46465681252744,5.646526746659175,4.168487701727345,1.83551025390625,[4.53606532 6.72466777 6.21276268],[9.12555398 9.12587166 9.12475818],[3.19798192 3.19896663 3.19720473],[6.52835431 6.60879152 6.59798532]
PRESTIGE,Prestige Estates Projects Limited,Reality,M,6.906250000000002,1.3345724907063197,5.462443826235822,2.383298247194047,6.203812352020546,3.6789243113577625,1.9809451219512195,[7.63566314 7.02793992 7.51670751],[9.13028974 9.13184934 9.14110387],[3.28447017 3.25554322 3.25271381],[6.4835699  6.42854591 6.48906088]
PHOENIXLTD,The Phoenix Mills Limited,Reality,M,4.1640625,1.100371747211896,5.462443826235822,2.537605962016909,6.842000080260042,3.1182901501244173,3.709542410714286,[2.40772785 5.08994267 5.42069044],[9.12789067 9.12409677 9.12251317],[3.17111671 3.16794033 3.16598923],[9.37972342 8.67987771 8.51919634]
NBCC,NBCC (India) Limited,Reality,S,8.052238805970148,2.388235294117647,5.462443826235822,4.248921075152062,3.676156930340615,7.382260811280478,1.5469740339398896,[3.3593086  3.4004104  3.38412149],[5.06867444 5.20190157 5.22665052],[2.16025078 2.22217164 2.23076473],[8.48577646 8.49754408 8.49938806]
SOBHA,Sobha Limited,Reality,S,6.64179104477612,1.5764705882352943,5.462443826235822,4.64313122854803,3.1908644658447933,7.882710846212577,2.101492537313433,[2.33234551 3.4650975  3.5992234 ],[5.11352644 5.15185013 5.13506958],[2.46921801 2.39614821 2.36465466],[8.69510716 8.64959775 8.63904899]
SUNTECK,Sunteck Realty Limited,Reality,S,5.902985074626864,1.3647058823529412,5.462443826235822,4.394099730383812,3.9443324465095366,7.105709131101183,2.4734878240377065,[4.04498262 4.064192   3.84952209],[4.97276898 5.03059208 5.04249641],[2.09640098 2.11349381 2.11564927],[8.74451957 8.93272819 8.96782422]
JMCPROJECT,JMC Projects (India) Ltd,Reality,S,5.365671641791044,1.9058823529411764,5.462443826235822,4.330537484011668,2.7784164574511934,8.308041209466195,2.7925232328921425,[3.47458952 3.76763205 3.81904432],[4.98830619 5.01830223 5.00820335],[2.21663699 2.20847769 2.19702503],[8.52547622 8.52981926 8.52857498]
